@relation i05
@attribute i1 real
@attribute i2 real
@attribute i3 real
@attribute i4 real
@attribute i5 real
@attribute class {999}
@data
316.231898093,551.518140152,738.614228136,486.649395558,480.425208666,999
745.982763547,561.637615779,744.686800738,982.061254422,468.447034517,999
638.657004977,547.62410678,741.025978566,155.791169286,479.233063992,999
547.170829894,565.606430593,745.483828476,803.675413739,453.086980614,999
298.933675001,566.285546092,732.90476169,986.168972612,453.118077396,999
131.125716942,559.255642325,739.957148943,362.298292584,453.547564938,999
144.732301476,391.573802841,345.179469227,950.981022816,747.160906549,999
147.030221593,594.184687614,347.41500868,950.757321568,754.091413602,999
136.92696832,785.764479327,349.325654726,956.944535439,752.151196564,999
138.794627791,262.637623802,352.307855513,952.828824334,751.127653988,999
150.475985742,127.931008058,341.601323659,945.207297406,741.246334082,999
151.179317908,324.030813726,339.021364029,944.694680506,745.941214556,999
153.457381138,37.7475706424,348.24609615,949.632309471,749.030305559,999
147.164077931,375.739220799,338.845685694,939.080094737,743.866657067,999
143.654414741,725.805759761,341.578002387,942.749039243,748.041809215,999
148.330196629,10.730242645,337.252540338,943.317911858,750.085864377,999
139.126898821,937.774671437,337.843987234,946.803768624,744.94343271,999
144.188162928,321.079194969,337.222153252,945.062175512,752.391613143,999
138.666200522,922.789114996,351.38785567,946.446264587,754.197940365,999
134.427360289,385.876119385,342.844872545,943.121703108,750.269724563,999
154.150799007,606.376312679,346.500984425,950.295132474,748.378971587,999
154.427630889,881.859256387,342.626002254,946.064224745,744.898117293,999
149.773788181,695.76876725,350.066911425,952.62683441,738.659082143,999
141.194978555,630.398644451,350.321730759,950.680462895,757.670527602,999
131.697617112,736.21535245,348.983391326,952.275302216,746.186130756,999
136.338860706,558.424315069,358.086696137,958.654124717,752.08350196,999
135.771561569,165.285342359,355.254532483,954.712173391,757.078976365,999
136.144113873,912.683955242,353.668901105,947.26172743,747.465527444,999
133.119962984,364.900346036,352.826149992,957.033674814,746.116698152,999
135.461471874,764.500735421,350.329330365,943.386135282,745.290386398,999
134.943301875,277.47622026,355.775403402,954.70120888,742.159904207,999
152.023903645,221.652997384,341.62059492,955.08751111,757.955150835,999
139.032041813,550.749869532,336.884496347,946.353578194,756.700573827,999
147.208855386,427.382744625,347.150816733,955.982280079,765.869274711,999
150.190069889,306.25235765,344.06322117,962.122163929,764.701083787,999
148.5993175,429.767297438,352.326821745,960.706597696,755.969378926,999
156.584135434,956.69675078,345.130228293,951.992568072,762.043202329,999
154.375341339,339.142068356,349.858010063,952.122507715,752.604864046,999
157.138667369,458.013027868,348.854445707,948.615678632,762.861115776,999
162.216061145,246.110429908,343.309715869,956.868998779,760.48542844,999
156.789100495,523.064568625,339.687237002,954.117976864,757.264827538,999
148.044448537,579.45614483,352.337761082,961.030106364,762.4270758,999
147.211735577,700.284645575,353.609321442,959.523828082,762.890792994,999
138.950702199,87.8229128349,356.360737316,965.490130674,755.805180584,999
142.584564363,644.552281312,353.063283869,968.897527873,758.656809527,999
161.642151419,402.369078219,344.192475046,953.744188375,767.3380594,999
158.64539159,889.848128794,347.615011485,950.395941814,757.843161029,999
141.178145351,883.108055571,347.572454905,966.547370965,764.31569098,999
145.945602348,49.7599524676,338.775312697,961.119084971,760.026247567,999
155.971356585,536.418901044,350.106654409,962.350433286,754.621156701,999
154.775239114,360.741237782,354.694825449,958.224177182,767.517712165,999
151.515836834,136.067134536,354.885247477,962.649619809,760.294162556,999
168.533367428,769.68883079,346.298788805,948.592413412,761.560216575,999
160.536639951,568.704020941,348.616379962,948.520234791,761.807416103,999
164.380735595,68.7758902122,349.653363369,953.457464174,763.174108432,999
151.309479532,894.720803638,354.658250531,964.874643244,766.733516795,999
162.172705424,295.935056349,349.812491454,962.411894898,765.555697968,999
151.675566465,906.301894644,359.643130181,946.843347231,738.71175067,999
156.117162744,907.773667423,353.997016866,948.895948982,743.290131878,999
146.267149387,137.960342506,355.59663537,942.186769364,745.413701072,999
148.92425109,628.67332419,353.723007677,948.910428784,743.067946417,999
145.024686753,235.608688491,354.730401369,952.720728616,731.859082085,999
153.960190245,136.665037393,351.294569808,947.665264659,727.336623526,999
155.313152786,177.293452474,347.939620914,945.59108271,732.361780298,999
156.088310278,630.380894066,360.429429644,944.95269333,730.180521418,999
159.287988638,214.848358259,355.077288495,951.303015783,725.800951825,999
155.48777384,558.169842557,354.567334483,949.528757504,731.54505892,999
161.461433062,260.944188548,362.189294844,949.605507349,733.954544088,999
152.77385961,609.00191595,352.517199749,952.86615491,737.835191415,999
161.30950528,218.540711995,356.149146582,940.549599112,731.880228401,999
166.843056062,607.432960041,358.169838821,946.298965709,732.631566335,999
155.982073068,740.5075755,352.488721568,956.373705808,729.929574842,999
154.450792533,28.2274360748,365.869501115,950.568842877,742.33488159,999
144.879314429,996.192607711,346.728055173,948.474938034,725.513123017,999
144.919533311,449.810793456,347.687946395,942.994085618,723.731800037,999
146.498227016,557.855880564,344.412524263,940.211330758,725.709768254,999
145.364837638,909.424100532,347.685879617,950.66990506,726.411899404,999
148.746466844,814.365648251,345.60807126,944.108385561,717.712957978,999
148.714473931,313.792201833,347.883425824,941.489683358,730.916584177,999
145.254051692,610.270965346,343.362622337,941.451618504,717.316735408,999
151.936940414,367.441529751,353.535105676,936.026384039,733.801358512,999
149.949064328,688.267876521,350.026601662,935.617415256,739.870229473,999
147.540252743,748.289156304,345.28968398,950.342139514,728.129456375,999
148.933367725,108.927113265,347.730072719,940.162266055,735.48417789,999
150.835136486,376.788672478,346.007899823,934.83821992,731.353879493,999
150.377722735,864.263305632,345.612659753,940.15370935,732.347892305,999
142.684613294,18.6745074733,340.244659923,951.27160029,734.128149315,999
136.455045683,329.204775401,348.72153163,950.109070188,740.021922841,999
138.280628076,547.368114266,345.963310842,947.412960513,723.491112597,999
164.333715428,761.698783632,352.449241127,950.951087122,726.687085182,999
155.967493066,261.703338918,353.13504367,932.602589493,737.728734269,999
128.393109709,379.391163957,343.373687801,958.734190484,751.411175106,999
138.149143789,881.339691868,346.934147205,952.63032807,738.800553923,999
133.865772429,806.792072206,342.18610593,955.749253025,740.865697482,999
136.860073365,812.609215453,347.957988067,951.930389549,750.565898847,999
137.597059686,808.727703233,342.95622634,952.507228915,749.545318817,999
143.26806655,74.2941702317,354.9778442,956.847500719,752.505994466,999
137.454669582,516.513659081,331.807944494,942.49550819,761.64850377,999
133.555665183,350.671043676,332.159038272,940.205597577,755.409022175,999
138.254285709,494.203637366,331.580808184,936.135660787,756.095125232,999
128.720650788,215.566455289,332.00387708,942.21238788,753.495203782,999
134.435247384,96.331216803,322.857025806,943.244031911,756.620003931,999
131.696977388,219.377099552,327.124489551,941.280644666,767.070463441,999
127.103996422,911.285926038,325.758540191,946.338489942,761.172418487,999
129.787871741,793.328871806,323.490018308,947.199583603,760.061417353,999
140.813453441,677.962763791,329.404955044,940.982493556,761.416392357,999
138.893284238,401.932471967,326.377637709,952.806847905,759.757752553,999
135.054422155,830.99161615,327.684797713,951.331129521,760.735565328,999
125.194525957,526.594085043,321.887876945,942.845404943,770.606921087,999
123.278316305,360.331540331,329.690918236,948.569408678,770.617001567,999
122.734722391,283.98085127,322.90250736,952.839985887,767.732065805,999
122.809015964,200.512606909,327.542923,947.293049649,777.347094927,999
118.81173617,968.455719051,326.9542938,949.116534796,776.571485972,999
116.736367475,907.50058866,325.483330602,949.062104641,768.754739466,999
139.162607831,844.562492422,332.339340204,948.353759393,758.658452846,999
137.069189324,163.922108985,322.742829713,946.125067834,764.176562037,999
124.079520526,505.370360174,322.385864845,949.018613804,769.301781767,999
141.535043295,891.026614731,336.353328634,947.21964101,765.862447754,999
142.087734301,3.13145096936,332.738086741,963.362554532,758.337369715,999
138.851810174,228.250035891,337.764417283,956.473036849,765.934106766,999
138.636618902,819.53535421,336.234471999,966.442058549,765.395591639,999
141.3937075,911.962632258,343.174842857,967.024410809,762.873269051,999
133.2662731,810.084205964,336.77514473,941.203990972,748.16003617,999
116.458961976,566.208884827,328.828501099,955.232413554,778.196060783,999
134.124316955,482.358130598,336.981068645,939.718971959,770.738031237,999
129.481440823,358.581061586,333.958801946,940.978950404,769.719502958,999
141.002063631,82.4586428089,344.77171666,945.045673344,773.226818004,999
134.353267499,887.809252889,352.975192378,971.577220097,755.618158484,999
173.041140195,881.895376193,342.23518672,956.47252221,762.747235258,999
161.275685039,201.154788955,344.455938445,963.483550922,757.451971866,999
159.312950191,273.317873346,344.249729026,957.783014819,764.647356359,999
169.623963892,396.881170817,358.992746655,955.706713576,739.317993044,999
165.494010214,247.002494848,360.949110812,953.419651351,726.099840484,999
148.922144475,153.340921013,358.998676651,952.445702909,743.658956599,999
148.463892948,526.566786455,371.477382498,956.912578468,741.417688525,999
159.174128445,923.01336465,370.398171233,947.848769407,738.000952636,999
150.48554741,615.691404768,371.478335184,944.76095256,746.961642481,999
148.247311569,356.426344237,354.424110011,943.860927098,721.954830222,999
140.810880164,823.816326035,335.81725555,944.678829203,715.505739771,999
145.849161462,469.641678786,336.691579732,935.286824683,721.580378875,999
135.010392947,470.634513236,343.284544197,957.575513432,718.249352888,999
160.48477128,33.0216910867,347.75009002,946.438979458,725.288365973,999
159.054955794,436.402951557,342.864883493,927.523108071,735.032288227,999
157.703521481,409.179394587,358.389766903,925.195706257,743.404381334,999
123.770433171,177.514390118,347.116435643,956.25392511,745.163636255,999
135.146162897,344.121274235,328.553708481,957.649294938,757.817810379,999
130.539453608,444.390429198,333.745467408,965.525052659,759.710339574,999
142.278661676,644.447402901,333.032181796,955.710563318,759.576863324,999
129.600616402,599.137256356,325.520589549,942.587816996,773.34477023,999
139.389536043,910.525983459,343.317374976,975.972961794,763.95782114,999
118.706092912,636.865179834,323.056737891,958.491956231,785.209554703,999
119.297239789,912.476829852,332.175343767,962.415860411,771.28939004,999
108.934534504,714.302734268,336.01438273,949.71095539,777.611275681,999
137.86188168,375.041914492,339.248163097,945.664924902,773.597649638,999
139.779483292,2.6515474911,345.638152075,940.387737586,769.71136351,999
122.352805802,478.318528941,331.697003397,933.035722855,770.973847646,999
138.777505379,690.894593075,352.322440759,943.746563515,765.534922202,999
143.84405325,87.2685873159,347.939646778,951.601370283,779.053663119,999
143.562126463,732.041495009,340.384908506,948.155301807,767.293163933,999
451.263196109,847.286491621,61.0408623562,341.840343966,851.010796436,999
455.725057991,848.631775054,484.296921454,342.292644628,857.845549647,999
454.672805366,851.878498128,862.545386405,340.647172431,856.217045773,999
456.87717334,852.423642372,475.648049888,338.053207689,848.368958132,999
446.54218497,843.628062378,907.762018035,337.465895163,857.923685116,999
446.485081752,840.834883555,397.429488235,337.63188472,853.323745612,999
450.287065622,836.506809208,672.390116451,340.756900452,854.096044869,999
442.595459387,838.317811686,532.568837414,333.398067566,856.819864607,999
447.236759324,832.230851838,255.008779858,342.26815389,855.071579984,999
442.484354331,834.703285113,408.788359185,343.283980305,861.208607404,999
443.403165547,832.410665849,559.659736551,346.014250468,850.745038989,999
444.829299172,835.686873912,756.266288503,348.012361335,852.420478841,999
437.335191203,831.513985912,452.977949384,339.889008042,858.632405836,999
434.105733634,838.442107551,778.326121808,331.02842673,859.327567051,999
442.068292287,833.512697728,60.8102445932,329.054914779,858.299068861,999
442.766335012,831.732127976,788.046582844,333.140312706,863.983652354,999
441.635577709,843.027602738,564.064113874,334.221265965,862.024370982,999
458.070122737,845.480610615,454.281459393,347.910645276,847.841698238,999
450.128654352,852.920244835,418.041196546,346.513765701,857.196467919,999
452.065942277,852.59273576,995.463194866,346.394102489,851.324922907,999
457.27504115,852.568271641,709.751817696,341.034437746,857.006090103,999
464.941761571,852.17052868,624.54054401,339.388646928,860.498580635,999
466.191507106,854.699308762,853.370036093,336.480793758,854.143931817,999
462.188257601,855.897433938,170.349213986,341.904217409,846.192046015,999
450.468904902,855.832266858,650.695508482,335.63530337,847.718996395,999
454.151069813,851.977805111,99.7324316375,348.79191626,844.602201593,999
462.590106887,853.118913867,235.648718131,341.149030809,848.951653323,999
456.317469409,854.105640744,416.105766934,336.32748279,848.151822679,999
453.479806973,853.434145956,172.486297331,337.266535683,847.894701808,999
461.365824262,854.219402748,723.628567026,338.615055503,870.600263993,999
460.184278386,858.203895646,48.7743818575,340.02610606,863.731759151,999
463.72409019,851.898050307,960.455558577,334.140121277,861.812908493,999
467.678291702,848.248875423,176.657748541,336.012201511,866.281964157,999
449.664830584,848.173307437,346.369176503,343.614569981,863.68365285,999
456.822078829,848.51519145,614.262863806,341.026341035,868.052914367,999
457.687548262,858.81370417,125.668662757,335.871741634,864.980269022,999
437.150830731,846.40419461,829.997239321,331.199417871,860.69310276,999
468.288182698,853.393698102,713.653767756,345.645863554,866.807104217,999
467.050507301,847.891790315,740.832552005,332.624753823,873.761700125,999
462.448594693,842.514673878,914.351842987,337.208378492,868.320865832,999
462.183985987,849.894721291,85.4470594792,339.250607135,880.444430963,999
469.470314003,853.406167219,558.897931158,337.925470826,875.906835808,999
468.69289023,851.91915053,788.292467117,335.168191411,878.326377072,999
468.256347575,848.413132587,824.465092051,332.706998633,877.948664126,999
472.691620082,857.730450377,947.637431531,335.838908999,868.8080996,999
464.429560408,843.492431184,597.641190834,326.82940171,868.131028093,999
470.159536836,852.000300393,298.584762591,328.148844439,872.600303632,999
443.130373696,850.636462882,962.319007477,329.529465505,859.980492988,999
441.695710824,844.475580997,710.675701046,324.840675719,857.127556189,999
448.034448298,846.283698394,830.901582765,336.693688399,873.498880066,999
443.031519386,849.26380645,10.9515783697,334.864693016,870.41751444,999
447.61830534,855.514062005,989.752754939,342.218664488,876.488319403,999
452.175492283,860.74131497,525.277274603,339.394325616,872.397877286,999
443.721557959,846.891126346,682.134379859,333.420934947,878.875706137,999
447.117521593,844.158944854,816.112642754,340.491347542,877.656424107,999
453.862075156,850.834385841,582.321299901,340.594554128,871.308005204,999
443.610780191,840.509287304,959.471593091,328.275486502,864.580006047,999
463.062915852,844.75211316,284.258485099,335.042778427,864.368243702,999
466.104500564,845.569286749,520.069819668,340.256273041,886.572262698,999
438.865809813,855.106478358,457.271292078,324.370466931,856.996485512,999
441.734221661,853.502196575,113.835230049,328.719065938,864.302021733,999
446.049577474,839.725663097,81.3989888629,342.120785039,878.200587521,999
442.356707641,853.606402747,962.075242828,339.179921686,879.0635405,999
443.971604525,864.485023457,96.6954601975,341.311835478,879.147437363,999
440.895460454,843.327635419,808.56998072,334.971557733,887.053574685,999
442.170733107,841.964070354,594.499559399,328.534799058,885.650026704,999
441.234965903,844.511828242,158.853950149,325.562288573,891.165913671,999
446.528548622,844.910762529,216.048511787,326.405243932,891.169942561,999
435.984910882,845.763124947,421.35790092,331.441167884,892.33892378,999
445.651364121,843.844342804,697.047386609,338.546059724,892.306521513,999
448.450131083,837.261338196,725.18943188,332.634613667,887.143717534,999
447.304183272,831.78218701,558.244160538,334.056528394,880.683413789,999
449.455453222,829.049230088,640.645616859,338.313937564,875.96834855,999
447.597339552,830.508042966,717.567904798,345.337908784,883.282856591,999
446.854567511,831.95732501,284.789172098,341.076254822,877.588380724,999
442.779857259,842.025996112,375.590235705,339.904642883,895.953395093,999
449.320037101,829.947224187,628.093500395,341.04785971,885.977929066,999
445.398772198,833.449555437,675.326235026,340.436076247,888.512870285,999
440.573006948,843.503523678,157.362782176,343.253420036,895.97534027,999
446.387529107,827.440956976,953.455901777,337.498034621,872.755978573,999
449.439901387,835.324818554,809.561534237,342.75500343,874.824787476,999
439.559552373,842.843282992,158.976457188,335.254225182,888.433145304,999
466.648600285,849.495343206,420.35453382,346.431409526,884.790994818,999
466.345529289,845.256314737,822.638607755,347.874945878,888.769813282,999
468.256356923,849.215360193,930.456626136,344.246267476,882.414388945,999
473.011245694,849.125919844,715.68557624,336.894545469,882.928399009,999
465.848528112,854.432532979,168.963291927,340.044523413,878.905162512,999
466.64073446,854.028795802,506.757970805,354.530567544,883.473205182,999
464.905089757,850.468751699,524.910414879,353.198280259,887.586231569,999
458.552867174,857.89811971,118.687873919,336.251275952,883.763168371,999
455.809666778,859.237545518,402.059368295,339.851741991,875.250640804,999
445.365538513,849.458480312,257.741239927,320.385637954,857.483436846,999
445.810361999,859.125748134,175.349198683,321.022568971,861.766684602,999
451.119931681,854.475250999,953.285759784,325.270433968,854.296043575,999
454.004214834,856.057356903,329.899077763,319.20608335,861.566047673,999
455.765089787,858.112901148,856.295481152,319.719404417,858.023228723,999
458.318653991,862.212890069,602.905680427,323.071867025,854.824549837,999
462.977477807,861.667605015,970.075143962,331.040159137,849.472246612,999
463.987307494,853.538592883,471.620870998,325.038647954,852.968976166,999
462.558925197,862.735652843,990.130007495,324.089336009,856.453211405,999
461.376284,865.073108957,971.353486413,317.467779663,849.999160179,999
467.278651452,862.362821131,353.39813186,322.667572947,858.988444888,999
466.586004473,865.979940434,937.974083922,325.622454008,853.78362811,999
469.212750779,864.252610464,310.443768656,322.278080823,856.408859497,999
462.008413667,860.001692119,27.3005991939,326.727473625,862.540265476,999
451.309912207,863.085834884,773.143263947,343.339123259,884.965519679,999
443.230385951,852.382956671,107.189344568,325.639008538,896.974303851,999
445.025407677,862.476394786,13.2281648062,337.772646359,886.67312159,999
440.933765456,856.278044373,457.305251241,332.047296546,893.277535066,999
449.290794123,843.158754147,512.212360119,322.782996349,890.711359216,999
448.433646376,847.846558384,632.539135214,329.684296719,897.086973512,999
444.498325631,859.538490465,972.90422874,335.040291978,893.803331226,999
443.294308217,852.235599952,252.198718393,326.812568435,890.478400669,999
449.735698231,839.415293902,899.25998122,336.198145069,898.371058114,999
454.190723372,847.777425225,454.401464545,326.460192585,891.955442225,999
458.235536027,855.593004937,532.110810268,324.164069241,848.508576963,999
447.251002469,863.310566922,216.399736779,325.251870628,897.280398452,999
448.709886088,862.48717484,76.452440223,326.576834828,898.524695668,999
442.875476715,838.485960079,624.766502897,347.571680564,840.853685975,999
436.717613174,829.338778486,184.405633604,352.135360474,851.782851735,999
449.743673051,854.008223201,10.2358488713,355.759609919,862.774567725,999
460.164316414,840.466240929,386.443044387,320.663614636,867.093509003,999
472.78057952,844.505338924,724.95249315,328.500528032,873.889441603,999
455.977635906,824.326966196,503.396562584,343.495400634,881.771122368,999
448.874590698,824.30803878,954.302140724,332.454310538,876.975007699,999
443.080578321,820.499123346,557.515557141,335.815433918,871.11142035,999
466.656447055,857.634847546,41.9459750413,325.509462761,857.194303121,999
444.44224196,866.248944303,843.369108544,347.966857716,891.643158252,999
445.384837562,863.16751538,994.611812331,350.812151532,878.948271021,999
450.04521468,848.610065172,976.196692775,342.231224633,896.710521855,999
443.397912364,840.781816153,954.608271834,340.937640378,895.407048374,999
456.129838303,836.990831369,509.484964864,331.909094733,891.640451593,999
473.869490849,850.380186587,810.906505809,358.450570092,888.143172371,999
457.909696389,856.079218793,510.514592795,322.242660946,890.37274371,999
459.783415628,847.072406172,711.713112891,333.959354842,888.007370088,999
445.639225608,860.931851763,442.989893686,329.499447329,890.198297486,999
450.421476882,856.842198161,761.019632281,319.71260338,896.220442054,999
449.719490072,857.083095816,226.86932561,317.31718798,902.84719028,999
469.216420402,856.986098905,670.483073614,344.622834358,889.558328714,999
454.60569583,858.225505416,146.62310138,330.265157525,877.555852999,999
468.87281547,837.48770834,603.537377004,347.811511924,886.077494833,999
445.024656857,862.334817611,644.780167503,329.420996526,892.765935106,999
457.895523295,851.550266759,862.065695339,346.432990428,885.320487509,999
461.751715791,846.53006239,171.828367288,355.722222824,851.116265994,999
475.143171666,849.031408285,21.4478791491,353.353769337,867.744810716,999
442.871724532,854.645047712,454.339811265,321.149631183,856.361596842,999
457.894606305,858.990379944,501.458273395,332.693126442,843.681738124,999
439.622875581,860.701549551,211.002582796,336.001487898,882.511876219,999
434.409213303,847.23081922,696.347729032,338.088651911,888.778124102,999
457.663918454,846.024214045,342.344452822,316.604403296,856.084771977,999
478.085907182,864.648916224,465.533729289,334.727474701,873.458141669,999
556.227300095,751.204326083,799.805015871,743.316500378,943.148565675,999
555.827653745,747.386864916,945.29960551,744.060270711,935.668387895,999
559.172832145,747.96073035,902.731711403,748.176308979,935.466222661,999
560.924226072,752.481188915,344.753993099,744.053125981,937.227802322,999
561.922571441,748.557531888,613.224928755,747.68284687,945.77681389,999
555.766835676,744.647077809,435.887342551,745.178599944,946.646343472,999
549.355938256,743.707798092,15.1375028339,741.566259008,940.478607596,999
556.096751039,745.317983487,22.9735936166,741.310314342,946.703336722,999
560.998686421,742.264279743,736.20009694,746.671842351,932.139726724,999
559.095285133,741.177969111,189.806888375,751.890628823,939.317211628,999
553.521580495,738.62685481,800.586892939,741.288521255,948.645572118,999
543.104574796,742.720439376,252.936076699,740.415085765,944.601512588,999
547.583351404,744.736543008,962.990039284,736.175668021,946.795845862,999
549.74173335,738.337505881,398.562444145,749.207638814,944.67051428,999
553.188895574,751.470443089,415.838096482,745.379107319,928.085987945,999
553.902776727,737.204657553,285.431733942,748.867975061,938.127253671,999
555.941371709,742.974876104,926.832393294,743.832517211,929.766654641,999
564.970615517,744.385459693,643.224769422,738.699135549,941.254139395,999
549.731764244,751.595572854,529.8691078,745.66337637,952.495638668,999
564.877096318,746.351612019,523.352613019,752.56169544,938.396303756,999
552.067497148,742.004508128,136.580119801,746.567878516,955.759068996,999
556.660677931,746.118265571,609.674956886,741.188537211,955.260200934,999
558.61179924,751.927106752,432.499910731,735.099559944,949.680623113,999
557.75223109,757.305373316,907.544598059,745.875909703,953.575428104,999
552.991013339,752.509421312,151.16509074,739.941593552,948.268082325,999
557.479137333,747.686244692,211.563197082,747.08827253,947.956645485,999
559.465128531,750.475130993,614.039254061,738.25403285,942.70225734,999
556.734878442,751.915424383,232.626516438,745.989107052,951.592679523,999
555.950166005,755.733672934,743.829978225,733.248442318,943.539537085,999
551.495916117,747.777208493,689.439548294,736.429115324,937.470518788,999
547.899419386,741.727936146,205.915356908,732.891949344,945.021399694,999
540.050854558,748.042859279,610.084784306,737.573567468,936.375620621,999
541.392860737,737.00877357,65.5700506034,734.33164876,944.432450451,999
540.186327416,736.523900831,530.678824833,736.095762526,939.997552824,999
552.061449525,747.220796211,285.746754451,739.523472012,931.341235941,999
560.32390731,743.497826165,947.066226131,734.50602673,932.227128542,999
546.505943497,757.884407917,910.655986101,743.540868667,947.092508193,999
547.181424669,759.460507634,771.351980335,739.448628047,955.08433987,999
551.729156946,761.029639603,784.652546585,738.566322776,947.201643403,999
544.729340464,758.496585872,509.186629175,734.860837755,941.471992256,999
543.505349039,752.434663434,297.099444348,739.520189562,951.016532925,999
561.515605286,760.840433727,151.103942905,735.707535362,950.941014277,999
544.01714604,751.360311318,557.407914234,734.537237922,939.425997283,999
538.36102078,749.805738525,689.951441952,737.991627374,945.579463881,999
546.514553252,751.286691194,499.382252458,746.127157991,952.078878615,999
567.192248055,755.287935594,128.699134631,750.787344807,945.328922606,999
567.126508768,752.169143442,555.794321231,742.945547948,937.302733764,999
570.955306978,744.30060188,910.048747403,734.832134683,937.020841639,999
574.776191634,741.017488715,181.584126851,735.044522252,937.913161438,999
565.468127894,757.876252063,839.557341389,743.587736319,946.657578471,999
563.471681574,757.632131029,309.517185263,745.202072701,928.079504523,999
559.263741651,761.729989755,664.813890795,746.094964852,925.455874036,999
565.376986283,759.883988155,112.220528283,736.67905612,923.65053939,999
569.887483008,758.665705813,822.407100477,747.341988663,920.764125062,999
570.015108113,755.274859604,421.645494163,740.283159259,924.35846799,999
567.194767968,763.751180315,649.935795086,737.84469239,931.246162194,999
558.159926341,758.217939666,686.421630071,736.39514214,923.60194602,999
564.849751841,752.06587016,267.061056503,741.907510912,924.583325215,999
576.363724156,760.664495293,606.955014231,738.881534406,926.162315956,999
562.295243579,756.959142081,585.820178557,735.686070393,932.322982567,999
547.812651397,732.865783983,131.622712134,736.916610737,939.558093692,999
546.966110035,735.802334286,272.78733692,737.32822016,949.033675203,999
566.540847943,762.663789086,541.978837624,746.131648553,940.706974053,999
571.500383272,740.515744621,105.251306047,731.90787798,948.015708449,999
570.696622814,743.762469851,987.458080352,728.743281209,928.633335867,999
578.411740113,742.20011783,283.289024953,730.217823394,943.168061753,999
570.981323328,744.15858571,521.769858302,741.074897513,936.535904977,999
571.710538356,737.836485281,43.8313325443,737.096685075,928.781816946,999
572.550525587,740.335631206,387.522403558,729.842505151,940.086254607,999
574.388243252,741.264322009,43.5972994587,732.738222201,921.147244275,999
574.734459029,740.581353314,280.031414846,741.748867509,947.503264203,999
569.241881741,745.209524471,810.683767568,729.092580282,920.903498895,999
568.941718291,738.716651789,475.860169354,723.556574844,920.446888747,999
563.133994458,741.622328306,948.091648125,730.92788648,923.011942331,999
564.686129154,740.891861771,905.077251311,733.939225489,921.503644393,999
572.651400456,735.944927508,359.140115456,726.575753413,944.490262561,999
572.763481782,737.583229314,780.58375487,737.777902508,939.486457601,999
579.066735572,736.357134543,339.47377172,732.779757188,947.311003193,999
577.739611494,743.350420174,30.8395830056,739.54478043,928.728415362,999
569.514449981,742.938191547,968.954101448,733.02240804,928.977588961,999
559.528436223,739.888135954,298.808733931,744.308580829,924.820553928,999
562.900567828,739.028060891,696.705713896,752.058900815,927.396342755,999
561.465278993,742.958532789,243.101534941,745.125714472,932.594171508,999
563.977377944,743.329696375,661.702391564,747.456721456,932.119805011,999
560.862042121,742.922795234,263.614449095,745.68292775,928.426190922,999
563.292887292,767.011425812,249.191857078,754.045105229,923.198255828,999
562.558059141,764.519835638,210.230130313,747.815333729,913.590127794,999
564.672364469,767.228488334,879.270130976,749.6695847,929.477939502,999
555.160280438,771.074385596,204.509462791,745.947875862,928.66537413,999
560.832179714,768.754292617,900.047458516,741.336785331,929.137361531,999
560.229919629,761.821884972,715.447583215,755.776152665,918.414315925,999
559.082264688,764.389858986,900.204447808,753.992428263,915.878252478,999
553.209079367,765.521208795,701.20048705,749.962440088,921.939867149,999
559.604220435,764.556935988,832.694919686,749.432675732,930.383073501,999
558.02675064,762.900776005,981.754085345,753.404282695,912.321018345,999
561.346673694,763.860623514,666.350106626,755.048050343,925.499313654,999
566.386367467,767.911880224,37.827292688,758.053233975,933.575763009,999
563.754991389,772.567123257,228.235396802,743.645168819,928.267629428,999
555.704691703,765.786793879,893.242849372,734.690004321,922.224602163,999
553.900362339,769.556457949,16.3109716861,738.199195112,929.332302261,999
555.712748016,758.107757933,695.461142512,755.598387669,914.729247761,999
569.15155725,772.141838546,637.257229836,754.151049557,941.306299246,999
567.102377916,769.346577771,139.691384595,750.533120363,946.24729355,999
570.105215395,765.932600708,690.550664394,742.891248263,948.436603023,999
572.631766316,767.177285835,350.441373985,751.050747262,945.423269306,999
567.271256468,762.612122234,567.569976368,753.70543891,949.294463142,999
561.238046144,773.253982621,68.1691972257,757.413823952,934.108537419,999
561.586487697,779.150565584,429.202244218,753.843574095,942.620971149,999
576.376260749,767.562004352,128.429709683,756.990769621,943.656957094,999
571.950547705,762.648651855,464.401157648,754.450506978,951.43362537,999
570.317133091,777.58212539,19.0538934453,759.927944517,948.026906365,999
567.642977952,768.991772376,809.895708374,763.739965074,941.199855616,999
572.424510744,775.074515072,816.647265622,756.231473979,934.310902912,999
565.870928515,774.746717989,621.585944757,757.797331358,938.138495643,999
564.504716707,783.208084356,773.491868457,760.125838977,941.261680798,999
532.83321777,754.515554826,974.572511231,743.476574345,932.333044958,999
549.486135472,766.898831374,8.78737866153,743.427166396,963.502991924,999
558.976229204,766.512041878,104.731462624,742.138959589,953.190783331,999
554.43579931,758.097909785,518.513438972,737.542808305,943.68861481,999
540.364405612,750.106266722,725.389772242,745.634749759,951.194171429,999
571.489407239,757.521247289,276.72137703,732.058542008,924.242779147,999
576.097790301,761.951976026,897.469543992,736.007393809,935.363828948,999
576.229951656,760.11222992,964.436819591,749.186371914,930.529839924,999
548.209804671,723.801859399,553.634427193,734.173472783,943.756721888,999
